Muni;Mun1;CodigoMunicipio;CodMun ;Mun2
MAPIRIPÁN;Mapiripán;50325;50325;Mapiripán
MESETAS;Mesetas;50330;50330;Mesetas
LA MACARENA;La Macarena;50350;50350;La Macarena
URIBE;Uribe;50370;50370;Uribe
LEJANÍAS;Lejanías;50400;50400;Lejanías
PUERTO CONCORDIA;Puerto Concordia;50450;50450;Puerto Concordia
PUERTO GAITÁN;Puerto Gaitán;50568;50568;Puerto Gaitán
PUERTO LÓPEZ;Puerto López;50573;50573;Puerto López
PUERTO LLERAS;Puerto Lleras;50577;50577;Puerto Lleras
PUERTO RICO;Puerto Rico;50590;50590;Puerto Rico
RESTREPO;Restrepo;50606;50606;Restrepo
SAN CARLOS DE GUAROA;San Carlos De Guaroa;50680;50680;San Carlos De Guaroa
SAN JUAN DE ARAMA;San Juan De Arama;50683;50683;San Juan De Arama
SAN JUANITO;San Juanito;50686;50686;San Juanito
SAN MARTÍN;San Martín;50689;50689;San Martín
VISTAHERMOSA;Vistahermosa;50711;50711;Vistahermosa
PASTO;Pasto;52001;52001;Pasto
ALBÁN;Albán;52019;52019;Albán
ALDANA;Aldana;52022;52022;Aldana
ANCUYÁ;Ancuyá;52036;52036;Ancuyá
ARBOLEDA;Arboleda;52051;52051;Arboleda
BARBACOAS;Barbacoas;52079;52079;Barbacoas
BELÉN;Belén;52083;52083;Belén
BUESACO;Buesaco;52110;52110;Buesaco
COLÓN;Colón;52203;52203;Colón
CONSACA;Consaca;52207;52207;Consaca
CONTADERO;Contadero;52210;52210;Contadero
CÓRDOBA;Córdoba;52215;52215;Córdoba
CUASPUD;Cuaspud;52224;52224;Cuaspud
CUMBAL;Cumbal;52227;52227;Cumbal
CUMBITARA;Cumbitara;52233;52233;Cumbitara
CHACHAGÜÍ;Chachagüí;52240;52240;Chachagüí
EL CHARCO;El Charco;52250;52250;El Charco
EL PEÑOL;El Peñol;52254;52254;El Peñol
EL ROSARIO;El Rosario;52256;52256;El Rosario
EL TABLÓN DE GÓMEZ;El Tablón De Gómez;52258;52258;El Tablón De Gómez
EL TAMBO;El Tambo;52260;52260;El Tambo
FUNES;Funes;52287;52287;Funes
GUACHUCAL;Guachucal;52317;52317;Guachucal
GUAITARILLA;Guaitarilla;52320;52320;Guaitarilla
GUALMATÁN;Gualmatán;52323;52323;Gualmatán
ILES;Iles;52352;52352;Iles
IMUÉS;Imués;52354;52354;Imués
IPIALES;Ipiales;52356;52356;Ipiales
LA CRUZ;La Cruz;52378;52378;La Cruz
LA FLORIDA;La Florida;52381;52381;La Florida
LA LLANADA;La Llanada;52385;52385;La Llanada
LA TOLA;La Tola;52390;52390;La Tola
LA UNIÓN;La Unión;52399;52399;La Unión
LEIVA;Leiva;52405;52405;Leiva
LINARES;Linares;52411;52411;Linares
LOS ANDES;Los Andes;52418;52418;Los Andes
MAGÜI;Magüi;52427;52427;Magüi
MALLAMA;Mallama;52435;52435;Mallama
MOSQUERA;Mosquera;52473;52473;Mosquera
NARIÑO;Nariño;52480;52480;Nariño
OLAYA HERRERA;Olaya Herrera;52490;52490;Olaya Herrera
OSPINA;Ospina;52506;52506;Ospina
FRANCISCO PIZARRO;Francisco Pizarro;52520;52520;Francisco Pizarro
POLICARPA;Policarpa;52540;52540;Policarpa
POTOSÍ;Potosí;52560;52560;Potosí
PROVIDENCIA;Providencia;52565;52565;Providencia
PUERRES;Puerres;52573;52573;Puerres
PUPIALES;Pupiales;52585;52585;Pupiales
RICAURTE;Ricaurte;52612;52612;Ricaurte
ROBERTO PAYÁN;Roberto Payán;52621;52621;Roberto Payán
SAMANIEGO;Samaniego;52678;52678;Samaniego
SANDONÁ;Sandoná;52683;52683;Sandoná
SAN BERNARDO;San Bernardo;52685;52685;San Bernardo
SAN LORENZO;San Lorenzo;52687;52687;San Lorenzo
SAN PABLO;San Pablo;52693;52693;San Pablo
SAN PEDRO DE CARTAGO;San Pedro De Cartago;52694;52694;San Pedro De Cartago
SANTA BÁRBARA;Santa Bárbara;52696;52696;Santa Bárbara
SANTACRUZ;Santacruz;52699;52699;Santacruz
SAPUYES;Sapuyes;52720;52720;Sapuyes
TAMINANGO;Taminango;52786;52786;Taminango
TANGUA;Tangua;52788;52788;Tangua
SAN ANDRES DE TUMACO;San Andres De Tumaco;52835;52835;San Andres De Tumaco
TÚQUERRES;Túquerres;52838;52838;Túquerres
YACUANQUER;Yacuanquer;52885;52885;Yacuanquer
CÚCUTA;Cúcuta;54001;54001;Cúcuta
ABREGO;Abrego;54003;54003;Abrego
ARBOLEDAS;Arboledas;54051;54051;Arboledas
BOCHALEMA;Bochalema;54099;54099;Bochalema
BUCARASICA;Bucarasica;54109;54109;Bucarasica
CÁCOTA;Cácota;54125;54125;Cácota
CACHIRÁ;Cachirá;54128;54128;Cachirá
CHINÁCOTA;Chinácota;54172;54172;Chinácota
CHITAGÁ;Chitagá;54174;54174;Chitagá
CONVENCIÓN;Convención;54206;54206;Convención
CUCUTILLA;Cucutilla;54223;54223;Cucutilla
DURANIA;Durania;54239;54239;Durania
EL CARMEN;El Carmen;54245;54245;El Carmen
EL TARRA;El Tarra;54250;54250;El Tarra
EL ZULIA;El Zulia;54261;54261;El Zulia
GRAMALOTE;Gramalote;54313;54313;Gramalote
HACARÍ;Hacarí;54344;54344;Hacarí
HERRÁN;Herrán;54347;54347;Herrán
LABATECA;Labateca;54377;54377;Labateca
LA ESPERANZA;La Esperanza;54385;54385;La Esperanza
LA PLAYA;La Playa;54398;54398;La Playa
LOS PATIOS;Los Patios;54405;54405;Los Patios
LOURDES;Lourdes;54418;54418;Lourdes
MUTISCUA;Mutiscua;54480;54480;Mutiscua
OCAÑA;Ocaña;54498;54498;Ocaña
PAMPLONA;Pamplona;54518;54518;Pamplona
PAMPLONITA;Pamplonita;54520;54520;Pamplonita
PUERTO SANTANDER;Puerto Santander;54553;54553;Puerto Santander
RAGONVALIA;Ragonvalia;54599;54599;Ragonvalia
SALAZAR;Salazar;54660;54660;Salazar
SAN CALIXTO;San Calixto;54670;54670;San Calixto
SAN CAYETANO;San Cayetano;54673;54673;San Cayetano
SANTIAGO;Santiago;54680;54680;Santiago
SARDINATA;Sardinata;54720;54720;Sardinata
SILOS;Silos;54743;54743;Silos
TEORAMA;Teorama;54800;54800;Teorama
TIBÚ;Tibú;54810;54810;Tibú
TOLEDO;Toledo;54820;54820;Toledo
VILLA CARO;Villa Caro;54871;54871;Villa Caro
VILLA DEL ROSARIO;Villa Del Rosario;54874;54874;Villa Del Rosario
MOCOA;Mocoa;86001;86001;Mocoa
COLÓN;Colón;86219;86219;Colón
ORITO;Orito;86320;86320;Orito
PUERTO ASÍS;Puerto Asís;86568;86568;Puerto Asís
PUERTO CAICEDO;Puerto Caicedo;86569;86569;Puerto Caicedo
PUERTO GUZMÁN;Puerto Guzmán;86571;86571;Puerto Guzmán
PUERTO LEGUÍZAMO;Puerto Leguízamo;86573;86573;Puerto Leguízamo
SIBUNDOY;Sibundoy;86749;86749;Sibundoy
SAN FRANCISCO;San Francisco;86755;86755;San Francisco
SAN MIGUEL;San Miguel;86757;86757;San Miguel
SANTIAGO;Santiago;86760;86760;Santiago
VALLE DEL GUAMUEZ;Valle Del Guamuez;86865;86865;Valle Del Guamuez
VILLAGARZÓN;Villagarzón;86885;86885;Villagarzón
ARMENIA;Armenia;63001;63001;Armenia
BUENAVISTA;Buenavista;63111;63111;Buenavista
CALARCA;Calarca;63130;63130;Calarca
CIRCASIA;Circasia;63190;63190;Circasia
CÓRDOBA;Córdoba;63212;63212;Córdoba
FILANDIA;Filandia;63272;63272;Filandia
GÉNOVA;Génova;63302;63302;Génova
LA TEBAIDA;La Tebaida;63401;63401;La Tebaida
MONTENEGRO;Montenegro;63470;63470;Montenegro
PIJAO;Pijao;63548;63548;Pijao
QUIMBAYA;Quimbaya;63594;63594;Quimbaya
SALENTO;Salento;63690;63690;Salento
PEREIRA;Pereira;66001;66001;Pereira
APÍA;Apía;66045;66045;Apía
BALBOA;Balboa;66075;66075;Balboa
BELÉN DE UMBRÍA;Belén De Umbría;66088;66088;Belén De Umbría
DOSQUEBRADAS;Dosquebradas;66170;66170;Dosquebradas
GUÁTICA;Guática;66318;66318;Guática
LA CELIA;La Celia;66383;66383;La Celia
LA VIRGINIA;La Virginia;66400;66400;La Virginia
MARSELLA;Marsella;66440;66440;Marsella
MISTRATÓ;Mistrató;66456;66456;Mistrató
PUEBLO RICO;Pueblo Rico;66572;66572;Pueblo Rico
QUINCHÍA;Quinchía;66594;66594;Quinchía
SANTA ROSA DE CABAL;Santa Rosa De Cabal;66682;66682;Santa Rosa De Cabal
SANTUARIO;Santuario;66687;66687;Santuario
SAN ANDRÉS;San Andrés;88001;88001;San Andrés
PROVIDENCIA;Providencia;88564;88564;Providencia
BUCARAMANGA;Bucaramanga;68001;68001;Bucaramanga
AGUADA;Aguada;68013;68013;Aguada
ALBANIA;Albania;68020;68020;Albania
ARATOCA;Aratoca;68051;68051;Aratoca
BARBOSA;Barbosa;68077;68077;Barbosa
BARICHARA;Barichara;68079;68079;Barichara
BARRANCABERMEJA;Barrancabermeja;68081;68081;Barrancabermeja
BETULIA;Betulia;68092;68092;Betulia
BOLÍVAR;Bolívar;68101;68101;Bolívar
CABRERA;Cabrera;68121;68121;Cabrera
CALIFORNIA;California;68132;68132;California
CAPITANEJO;Capitanejo;68147;68147;Capitanejo
CARCASÍ;Carcasí;68152;68152;Carcasí
CEPITÁ;Cepitá;68160;68160;Cepitá
CERRITO;Cerrito;68162;68162;Cerrito
CHARALÁ;Charalá;68167;68167;Charalá
CHARTA;Charta;68169;68169;Charta
CHIMA;Chima;68176;68176;Chima
CHIPATÁ;Chipatá;68179;68179;Chipatá
CIMITARRA;Cimitarra;68190;68190;Cimitarra
CONCEPCIÓN;Concepción;68207;68207;Concepción
CONFINES;Confines;68209;68209;Confines
CONTRATACIÓN;Contratación;68211;68211;Contratación
COROMORO;Coromoro;68217;68217;Coromoro
CURITÍ;Curití;68229;68229;Curití
EL CARMEN DE CHUCURÍ;El Carmen De Chucurí;68235;68235;El Carmen De Chucurí
EL GUACAMAYO;El Guacamayo;68245;68245;El Guacamayo
EL PEÑÓN;El Peñón;68250;68250;El Peñón
EL PLAYÓN;El Playón;68255;68255;El Playón
ENCINO;Encino;68264;68264;Encino
ENCISO;Enciso;68266;68266;Enciso
FLORIÁN;Florián;68271;68271;Florián
FLORIDABLANCA;Floridablanca;68276;68276;Floridablanca
GALÁN;Galán;68296;68296;Galán
GAMBITA;Gambita;68298;68298;Gambita
GIRÓN;Girón;68307;68307;Girón
GUACA;Guaca;68318;68318;Guaca
GUADALUPE;Guadalupe;68320;68320;Guadalupe
GUAPOTÁ;Guapotá;68322;68322;Guapotá
GUAVATÁ;Guavatá;68324;68324;Guavatá
GÜEPSA;Güepsa;68327;68327;Güepsa
HATO;Hato;68344;68344;Hato
JESÚS MARÍA;Jesús María;68368;68368;Jesús María
JORDÁN;Jordán;68370;68370;Jordán
LA BELLEZA;La Belleza;68377;68377;La Belleza
LANDÁZURI;Landázuri;68385;68385;Landázuri
LA PAZ;La Paz;68397;68397;La Paz
LEBRIJA;Lebrija;68406;68406;Lebrija
LOS SANTOS;Los Santos;68418;68418;Los Santos
MACARAVITA;Macaravita;68425;68425;Macaravita
MÁLAGA;Málaga;68432;68432;Málaga
MATANZA;Matanza;68444;68444;Matanza
MOGOTES;Mogotes;68464;68464;Mogotes
MOLAGAVITA;Molagavita;68468;68468;Molagavita
OCAMONTE;Ocamonte;68498;68498;Ocamonte
OIBA;Oiba;68500;68500;Oiba
ONZAGA;Onzaga;68502;68502;Onzaga
PALMAR;Palmar;68522;68522;Palmar
PALMAS DEL SOCORRO;Palmas Del Socorro;68524;68524;Palmas Del Socorro
PÁRAMO;Páramo;68533;68533;Páramo
PIEDECUESTA;Piedecuesta;68547;68547;Piedecuesta
PINCHOTE;Pinchote;68549;68549;Pinchote
PUENTE NACIONAL;Puente Nacional;68572;68572;Puente Nacional
PUERTO PARRA;Puerto Parra;68573;68573;Puerto Parra
PUERTO WILCHES;Puerto Wilches;68575;68575;Puerto Wilches
RIONEGRO;Rionegro;68615;68615;Rionegro
SABANA DE TORRES;Sabana De Torres;68655;68655;Sabana De Torres
SAN ANDRÉS;San Andrés;68669;68669;San Andrés
SAN BENITO;San Benito;68673;68673;San Benito
SAN GIL;San Gil;68679;68679;San Gil
SAN JOAQUÍN;San Joaquín;68682;68682;San Joaquín
SAN JOSÉ DE MIRANDA;San José De Miranda;68684;68684;San José De Miranda
SAN MIGUEL;San Miguel;68686;68686;San Miguel
SAN VICENTE DE CHUCURÍ;San Vicente De Chucurí;68689;68689;San Vicente De Chucurí
SANTA BÁRBARA;Santa Bárbara;68705;68705;Santa Bárbara
SANTA HELENA DEL OPÓN;Santa Helena Del Opón;68720;68720;Santa Helena Del Opón
SIMACOTA;Simacota;68745;68745;Simacota
SOCORRO;Socorro;68755;68755;Socorro
SUAITA;Suaita;68770;68770;Suaita
SUCRE;Sucre;68773;68773;Sucre
SURATÁ;Suratá;68780;68780;Suratá
TONA;Tona;68820;68820;Tona
VALLE DE SAN JOSÉ;Valle De San José;68855;68855;Valle De San José
VÉLEZ;Vélez;68861;68861;Vélez
VETAS;Vetas;68867;68867;Vetas
VILLANUEVA;Villanueva;68872;68872;Villanueva
ZAPATOCA;Zapatoca;68895;68895;Zapatoca
SINCELEJO;Sincelejo;70001;70001;Sincelejo
BUENAVISTA;Buenavista;70110;70110;Buenavista
CAIMITO;Caimito;70124;70124;Caimito
COLOSO;Coloso;70204;70204;Coloso
COROZAL;Corozal;70215;70215;Corozal
COVEÑAS;Coveñas;70221;70221;Coveñas
CHALÁN;Chalán;70230;70230;Chalán
EL ROBLE;El Roble;70233;70233;El Roble
GALERAS;Galeras;70235;70235;Galeras
GUARANDA;Guaranda;70265;70265;Guaranda
LA UNIÓN;La Unión;70400;70400;La Unión
LOS PALMITOS;Los Palmitos;70418;70418;Los Palmitos
MAJAGUAL;Majagual;70429;70429;Majagual
MORROA;Morroa;70473;70473;Morroa
OVEJAS;Ovejas;70508;70508;Ovejas
PALMITO;Palmito;70523;70523;Palmito
SAMPUÉS;Sampués;70670;70670;Sampués
SAN BENITO ABAD;San Benito Abad;70678;70678;San Benito Abad
SAN JUAN DE BETULIA;San Juan De Betulia;70702;70702;San Juan De Betulia
SAN MARCOS;San Marcos;70708;70708;San Marcos
SAN ONOFRE;San Onofre;70713;70713;San Onofre
SAN PEDRO;San Pedro;70717;70717;San Pedro
SAN LUIS DE SINCÉ;San Luis De Sincé;70742;70742;San Luis De Sincé
SUCRE;Sucre;70771;70771;Sucre
SANTIAGO DE TOLÚ;Santiago De Tolú;70820;70820;Santiago De Tolú
TOLÚ VIEJO;Tolú Viejo;70823;70823;Tolú Viejo
IBAGUÉ;Ibagué;73001;73001;Ibagué
ALPUJARRA;Alpujarra;73024;73024;Alpujarra
ALVARADO;Alvarado;73026;73026;Alvarado
AMBALEMA;Ambalema;73030;73030;Ambalema
ANZOÁTEGUI;Anzoátegui;73043;73043;Anzoátegui
ARMERO;Armero;73055;73055;Armero
ATACO;Ataco;73067;73067;Ataco
CAJAMARCA;Cajamarca;73124;73124;Cajamarca
CARMEN DE APICALÁ;Carmen De Apicalá;73148;73148;Carmen De Apicalá
CASABIANCA;Casabianca;73152;73152;Casabianca
CHAPARRAL;Chaparral;73168;73168;Chaparral
COELLO;Coello;73200;73200;Coello
COYAIMA;Coyaima;73217;73217;Coyaima
CUNDAY;Cunday;73226;73226;Cunday
DOLORES;Dolores;73236;73236;Dolores
ESPINAL;Espinal;73268;73268;Espinal
FALAN;Falan;73270;73270;Falan
FLANDES;Flandes;73275;73275;Flandes
FRESNO;Fresno;73283;73283;Fresno
GUAMO;Guamo;73319;73319;Guamo
HERVEO;Herveo;73347;73347;Herveo
HONDA;Honda;73349;73349;Honda
ICONONZO;Icononzo;73352;73352;Icononzo
LÉRIDA;Lérida;73408;73408;Lérida
LÍBANO;Líbano;73411;73411;Líbano
SAN SEBASTIÁN DE MARIQUITA;San Sebastián De Mariquita;73443;73443;San Sebastián De Mariquita
MELGAR;Melgar;73449;73449;Melgar
MURILLO;Murillo;73461;73461;Murillo
NATAGAIMA;Natagaima;73483;73483;Natagaima
ORTEGA;Ortega;73504;73504;Ortega
PALOCABILDO;Palocabildo;73520;73520;Palocabildo
PIEDRAS;Piedras;73547;73547;Piedras
PLANADAS;Planadas;73555;73555;Planadas
PRADO;Prado;73563;73563;Prado
PURIFICACIÓN;Purificación;73585;73585;Purificación
RIOBLANCO;Rioblanco;73616;73616;Rioblanco
RONCESVALLES;Roncesvalles;73622;73622;Roncesvalles
ROVIRA;Rovira;73624;73624;Rovira
SALDAÑA;Saldaña;73671;73671;Saldaña
SAN ANTONIO;San Antonio;73675;73675;San Antonio
SAN LUIS;San Luis;73678;73678;San Luis
SANTA ISABEL;Santa Isabel;73686;73686;Santa Isabel
SUÁREZ;Suárez;73770;73770;Suárez
VALLE DE SAN JUAN;Valle De San Juan;73854;73854;Valle De San Juan
VENADILLO;Venadillo;73861;73861;Venadillo
VILLAHERMOSA;Villahermosa;73870;73870;Villahermosa
VILLARRICA;Villarrica;73873;73873;Villarrica
CALI;Cali;76001;76001;Cali
ALCALÁ;Alcalá;76020;76020;Alcalá
ANDALUCÍA;Andalucía;76036;76036;Andalucía
ANSERMANUEVO;Ansermanuevo;76041;76041;Ansermanuevo
ARGELIA;Argelia;76054;76054;Argelia
BOLÍVAR;Bolívar;76100;76100;Bolívar
BUENAVENTURA;Buenaventura;76109;76109;Buenaventura
GUADALAJARA DE BUGA;Guadalajara De Buga;76111;76111;Guadalajara De Buga
BUGALAGRANDE;Bugalagrande;76113;76113;Bugalagrande
CAICEDONIA;Caicedonia;76122;76122;Caicedonia
CALIMA;Calima;76126;76126;Calima
CANDELARIA;Candelaria;76130;76130;Candelaria
CARTAGO;Cartago;76147;76147;Cartago
DAGUA;Dagua;76233;76233;Dagua
EL ÁGUILA;El Águila;76243;76243;El Águila
EL CAIRO;El Cairo;76246;76246;El Cairo
EL CERRITO;El Cerrito;76248;76248;El Cerrito
EL DOVIO;El Dovio;76250;76250;El Dovio
FLORIDA;Florida;76275;76275;Florida
GINEBRA;Ginebra;76306;76306;Ginebra
GUACARÍ;Guacarí;76318;76318;Guacarí
JAMUNDÍ;Jamundí;76364;76364;Jamundí
LA CUMBRE;La Cumbre;76377;76377;La Cumbre
LA UNIÓN;La Unión;76400;76400;La Unión
LA VICTORIA;La Victoria;76403;76403;La Victoria
OBANDO;Obando;76497;76497;Obando
PALMIRA;Palmira;76520;76520;Palmira
PRADERA;Pradera;76563;76563;Pradera
RESTREPO;Restrepo;76606;76606;Restrepo
RIOFRÍO;Riofrío;76616;76616;Riofrío
ROLDANILLO;Roldanillo;76622;76622;Roldanillo
SAN PEDRO;San Pedro;76670;76670;San Pedro
SEVILLA;Sevilla;76736;76736;Sevilla
TORO;Toro;76823;76823;Toro
TRUJILLO;Trujillo;76828;76828;Trujillo
TULUÁ;Tuluá;76834;76834;Tuluá
ULLOA;Ulloa;76845;76845;Ulloa
VERSALLES;Versalles;76863;76863;Versalles
VIJES;Vijes;76869;76869;Vijes
YOTOCO;Yotoco;76890;76890;Yotoco
YUMBO;Yumbo;76892;76892;Yumbo
ZARZAL;Zarzal;76895;76895;Zarzal
MITÚ;Mitú;97001;97001;Mitú
CARURU;Caruru;97161;97161;Caruru
PACOA;Pacoa;97511;97511;Pacoa
TARAIRA;Taraira;97666;97666;Taraira
PAPUNAUA;Papunaua;97777;97777;Papunaua
YAVARATÉ;Yavaraté;97889;97889;Yavaraté
PUERTO CARREÑO;Puerto Carreño;99001;99001;Puerto Carreño
LA PRIMAVERA;La Primavera;99524;99524;La Primavera
SANTA ROSALÍA;Santa Rosalía;99624;99624;Santa Rosalía
CUMARIBO;Cumaribo;99773;99773;Cumaribo
